"x" "TCGA_ID"
"210" "TCGA-A2-A3Y0-01A-11D-A23D-05"
"211" "TCGA-A2-A4S2-01A-12D-A268-05"
"212" "TCGA-A7-A13E-01A-11D-A12R-05"
"213" "TCGA-A7-A13F-01A-11D-A12R-05"
"214" "TCGA-A7-A26G-01A-21D-A16A-05"
"215" "TCGA-A7-A26H-01A-11D-A16A-05"
"216" "TCGA-A7-A2KD-01A-31D-A21R-05"
"217" "TCGA-A7-A3IZ-01A-11D-A212-05"
"218" "TCGA-A7-A3J0-01A-11D-A212-05"
"219" "TCGA-A7-A4SE-01A-11D-A268-05"
"220" "TCGA-A7-A5ZX-01A-12D-A29O-05"
"221" "TCGA-A7-A6VW-01A-21D-A33F-05"
"222" "TCGA-A7-A6VX-01A-12D-A33F-05"
"223" "TCGA-GM-A2DN-01A-11D-A17Z-05"
"224" "TCGA-GM-A3NW-01A-21D-A22B-05"
"225" "TCGA-GM-A3NY-01A-11D-A21R-05"
"226" "TCGA-GM-A3XN-01A-12D-A230-05"
"227" "TCGA-GM-A5PX-01A-12D-A28C-05"
"228" "TCGA-JL-A3YX-01A-11D-A230-05"
"229" "TCGA-LD-A66U-01A-11D-A31V-05"
"230" "TCGA-LL-A50Y-01A-11D-A268-05"
"231" "TCGA-LL-A5YL-01A-12D-A29O-05"
"232" "TCGA-LL-A5YP-01A-21D-A28C-05"
"233" "TCGA-LL-A6FP-01A-11D-A31V-05"
"234" "TCGA-LL-A6FQ-01A-11D-A31V-05"
"235" "TCGA-LL-A6FR-01A-12D-A31V-05"
"236" "TCGA-LL-A73Y-01A-11D-A33F-05"
"237" "TCGA-LL-A8F5-01A-11D-A36K-05"
"238" "TCGA-OL-A5D8-01A-11D-A27Y-05"
"239" "TCGA-OL-A5DA-01A-11D-A27Y-05"
"240" "TCGA-OL-A5RX-01A-11D-A28C-05"
"241" "TCGA-OL-A5RZ-01A-11D-A28C-05"
"242" "TCGA-OL-A5S0-01A-11D-A28C-05"
"243" "TCGA-OL-A66K-01A-11D-A29O-05"
"244" "TCGA-OL-A66N-01A-12D-A31V-05"
"245" "TCGA-OL-A66O-01A-11D-A31V-05"
"246" "TCGA-OL-A6VO-01A-12D-A33F-05"
"247" "TCGA-OL-A6VQ-01A-12D-A41Q-05"
"248" "TCGA-PL-A8LX-01A-11D-A41Q-05"
"249" "TCGA-S3-A6ZF-01A-32D-A32T-05"
"250" "TCGA-S3-A6ZG-01A-22D-A32T-05"
"251" "TCGA-S3-A6ZH-01A-22D-A32T-05"
"252" "TCGA-S3-AA10-01A-21D-A41Q-05"
"253" "TCGA-S3-AA17-01A-11D-A41Q-05"
"254" "TCGA-UL-AAZ6-01A-11D-A41Q-05"
"255" "TCGA-XX-A89A-01A-11D-A36K-05"
"256" "TCGA-3C-AAAU-01A-11D-A41Q-05"
"257" "TCGA-3C-AALI-01A-11D-A41Q-05"
"258" "TCGA-A1-A0SI-01A-11D-A145-05"
"259" "TCGA-A1-A0SM-01A-11D-A10P-05"
"260" "TCGA-A2-A25C-01A-11D-A16A-05"
"261" "TCGA-A2-A25E-01A-11D-A16A-05"
"262" "TCGA-A2-A4RW-01A-21D-A268-05"
"263" "TCGA-A2-A4S1-01A-21D-A268-05"
"264" "TCGA-A7-A0DC-01B-04D-A22R-05"
"265" "TCGA-A7-A13D-01A-13D-A12R-05"
"266" "TCGA-A7-A13G-01A-11D-A13K-05"
"267" "TCGA-A7-A13G-01B-04D-A22R-05"
"268" "TCGA-A7-A26F-01A-21D-A16A-05"
"269" "TCGA-A7-A26F-01B-04D-A22R-05"
"270" "TCGA-A7-A26J-01A-11D-A16A-05"
"271" "TCGA-A7-A26J-01A-11D-A27B-05"
"272" "TCGA-A7-A26J-01B-02D-A27B-05"
"273" "TCGA-A7-A3J1-01A-11D-A212-05"
"274" "TCGA-A7-A425-01A-11D-A244-05"
"275" "TCGA-A7-A426-01A-22D-A244-05"
"276" "TCGA-A7-A4SB-01A-21D-A268-05"
"277" "TCGA-A7-A4SC-01A-12D-A268-05"
"278" "TCGA-A7-A4SF-01A-11D-A268-05"
"279" "TCGA-A7-A6VV-01A-22D-A33F-05"
"280" "TCGA-A8-A075-01A-11D-A10P-05"
"281" "TCGA-LD-A7W5-01A-22D-A357-05"
"282" "TCGA-LL-A5YM-01A-11D-A28C-05"
"283" "TCGA-LL-A740-01A-21D-A32T-05"
"284" "TCGA-LL-A9Q3-01A-11D-A41Q-05"
"285" "TCGA-OL-A5D7-01A-11D-A27Y-05"
"286" "TCGA-OL-A5RW-01A-11D-A28C-05"
"287" "TCGA-OL-A66P-01A-11D-A31V-05"
"288" "TCGA-OL-A97C-01A-32D-A41Q-05"
"289" "TCGA-PL-A8LZ-01A-31D-A36K-05"
"290" "TCGA-UU-A93S-01A-21D-A41Q-05"
"291" "TCGA-Z7-A8R5-01A-42D-A41Q-05"
"292" "TCGA-Z7-A8R6-01A-11D-A41Q-05"
"293" "TCGA-G2-A3VY-01A-11D-A231-05"
"294" "TCGA-H4-A2HQ-01A-11D-A17Y-05"
"295" "TCGA-ZF-AA58-01A-12D-A42F-05"
"296" "TCGA-A2-A0SW-01A-11D-A10P-05"
"297" "TCGA-A2-A3XS-01A-11D-A230-05"
"298" "TCGA-AC-A3BB-01A-21D-A19Z-05"
"299" "TCGA-AO-A124-01A-11D-A10N-05"
"300" "TCGA-AR-A24L-01A-11D-A16A-05"
"301" "TCGA-AR-A24Q-01A-12D-A16A-05"
"302" "TCGA-B6-A0RU-01A-11D-A10P-05"
"303" "TCGA-BH-A0AZ-01A-21D-A12R-05"
"304" "TCGA-BH-A1FN-01A-11D-A13K-05"
"305" "TCGA-BH-A8FZ-01A-11D-A357-05"
"306" "TCGA-D8-A1JD-01A-11D-A13K-05"
"307" "TCGA-D8-A1JP-01A-11D-A13K-05"
"308" "TCGA-D8-A1X9-01A-12D-A161-05"
"309" "TCGA-D8-A1XK-01A-21D-A14N-05"
"310" "TCGA-D8-A1XW-01A-11D-A14N-05"
"311" "TCGA-D8-A1Y0-01A-11D-A14N-05"
"312" "TCGA-D8-A27F-01A-11D-A16G-05"
"313" "TCGA-D8-A27M-01A-11D-A16G-05"
"314" "TCGA-E2-A14N-01A-31D-A138-05"
"315" "TCGA-E2-A573-01A-11D-A29O-05"
"316" "TCGA-E9-A1NC-01A-12D-A161-05"
"317" "TCGA-E9-A1NE-01A-21D-A14N-05"
"318" "TCGA-E9-A22E-01A-11D-A161-05"
"319" "TCGA-E9-A22G-01A-11D-A161-05"
"320" "TCGA-E9-A244-01A-11D-A16A-05"
"321" "TCGA-E9-A3QA-01A-61D-A22B-05"
"322" "TCGA-EW-A1P4-01A-21D-A145-05"
"323" "TCGA-EW-A1PD-01A-11D-A145-05"
"324" "TCGA-HN-A2NL-01A-11D-A18O-05"
"325" "TCGA-C5-A7CK-01A-11D-A32T-05"
"326" "TCGA-C5-A8XH-01A-11D-A37Q-05"
"327" "TCGA-DS-A0VM-01A-11D-A10W-05"
"328" "TCGA-HM-A6W2-01A-21D-A340-05"
"329" "TCGA-IR-A3LB-01A-11D-A244-05"
"330" "TCGA-IR-A3LK-01A-12D-A212-05"
"331" "TCGA-VS-A8EJ-01A-11D-A37Q-05"
"332" "TCGA-CN-4742-01A-02D-1511-05"
"333" "TCGA-CN-6010-01A-11D-1684-05"
"334" "TCGA-CQ-6221-01A-11D-2079-05"
"335" "TCGA-CR-6487-01A-11D-1871-05"
"336" "TCGA-HD-8224-01A-11D-2398-05"
"337" "TCGA-P3-A6T5-01A-11D-A34K-05"
"338" "TCGA-33-4566-01A-01D-1440-05"
"339" "TCGA-43-6770-01A-11D-1818-05"
"340" "TCGA-56-7221-01A-11D-2043-05"
"341" "TCGA-63-5131-01A-01D-1440-05"
"342" "TCGA-92-8063-01A-11D-2245-05"
"343" "TCGA-96-8169-01A-11D-2294-05"
"344" "TCGA-HZ-7918-01A-11D-2157-05"
"345" "TCGA-S4-A8RP-01A-11D-A368-05"
"346" "TCGA-CH-5754-01A-11D-1578-05"
"347" "TCGA-HC-8216-01A-11D-A29T-05"
"348" "TCGA-HC-A4ZV-01A-11D-A26N-05"
"349" "TCGA-J9-A8CM-01A-11D-A34V-05"
"350" "TCGA-3B-A9HL-01A-11D-A388-05"
"351" "TCGA-IW-A3M6-01A-11D-A21R-05"
"352" "TCGA-PC-A5DN-01A-12D-A27Y-05"
"353" "TCGA-BR-6564-01A-12D-1883-05"
"354" "TCGA-CD-8524-01A-11D-2342-05"
"355" "TCGA-CD-A4MH-01A-11D-A254-05"
"356" "TCGA-CG-4437-01A-01D-1801-05"
"357" "TCGA-CG-5728-01A-11D-1601-05"
"358" "TCGA-D7-A74A-01A-11D-A32S-05"
"359" "TCGA-EQ-A4SO-01A-11D-A254-05"
"360" "TCGA-F1-6874-01A-11D-1883-05"
"361" "TCGA-HU-A4GU-01A-11D-A254-05"
"362" "TCGA-HU-A4H5-01A-21D-A254-05"
"363" "TCGA-RD-A8N1-01A-12D-A365-05"
"364" "TCGA-AX-A3G3-01A-11D-A212-05"
"365" "TCGA-B5-A1N2-01A-21D-A145-05"
"366" "TCGA-DI-A1NO-01A-31D-A161-05"
"367" "TCGA-EY-A72D-01A-12D-A34S-05"
"368" "TCGA-KL-8329-01A-11D-2312-05"
"369" "TCGA-KO-8410-01A-11D-2312-05"
"370" "TCGA-B0-4827-01A-02D-1418-05"
"371" "TCGA-CZ-4866-01A-01D-1500-05"
"372" "TCGA-DU-6397-01A-11D-1706-05"
"373" "TCGA-BC-A10U-01A-11D-A132-05"
"374" "TCGA-G3-A25Y-01A-11D-A16X-05"
"375" "TCGA-05-4405-01A-21D-1856-05"
"376" "TCGA-44-6145-01A-11D-1756-05"
"377" "TCGA-44-7672-01A-11D-2064-05"
"378" "TCGA-QR-A6H3-01A-11D-A35E-05"
"379" "TCGA-BF-A3DN-01A-11D-A211-05"
"380" "TCGA-EB-A3XC-01A-11D-A23D-05"
"381" "TCGA-06-6694-01A-12D-1844-05"
"382" "TCGA-A2-A4S3-01A-21D-A268-05"
"383" "TCGA-AC-A6IW-01A-12D-A33F-05"
"384" "TCGA-AR-A24H-01A-11D-A16A-05"
"385" "TCGA-AR-A24V-01A-21D-A16A-05"
"386" "TCGA-B6-A0WW-01A-11D-A10A-05"
"387" "TCGA-BH-A1F6-01A-11D-A13K-05"
"388" "TCGA-BH-A1FU-01A-11D-A14H-05"
"389" "TCGA-BH-A209-01A-11D-A161-05"
"390" "TCGA-C8-A1HI-01A-11D-A138-05"
"391" "TCGA-D8-A1JB-01A-11D-A13K-05"
"392" "TCGA-D8-A1JG-01B-11D-A13K-05"
"393" "TCGA-E9-A1NH-01A-11D-A14H-05"
"394" "TCGA-EW-A1J1-01A-11D-A13K-05"
"395" "TCGA-PE-A5DC-01A-12D-A27Y-05"
"396" "TCGA-EJ-A65F-01A-21D-A30Z-05"
"397" "TCGA-KK-A7AQ-01A-11D-A33U-05"
"398" "TCGA-M7-A721-01A-12D-A32C-05"
"399" "TCGA-V1-A8MG-01A-11D-A365-05"
"400" "TCGA-XQ-A8TA-01A-11D-A365-05"
"401" "TCGA-HB-A3L4-01A-11D-A21R-05"
"402" "TCGA-HS-A5N8-01A-11D-A26S-05"
"403" "TCGA-KD-A5QS-01A-11D-A27Y-05"
"404" "TCGA-X6-A8C6-01A-11D-A36K-05"
"405" "TCGA-DK-AA76-01A-11D-A392-05"
"406" "TCGA-GC-A4ZW-01A-11D-A26N-05"
"407" "TCGA-GU-A42P-01A-11D-A23V-05"
"408" "TCGA-XF-A9T5-01A-11D-A42F-05"
"409" "TCGA-33-4582-01A-01D-1440-05"
"410" "TCGA-43-6647-01A-11D-1818-05"
"411" "TCGA-85-A4JB-01A-51D-A25R-05"
"412" "TCGA-96-A4JL-01A-11D-A258-05"
"413" "TCGA-05-4433-01A-22D-1856-05"
"414" "TCGA-44-6777-01A-11D-1856-05"
"415" "TCGA-44-A47F-01A-11D-A24I-05"
"416" "TCGA-50-5941-01A-11D-1756-05"
"417" "TCGA-50-6597-01A-11D-1856-05"
"418" "TCGA-55-7903-01A-11D-2168-05"
"419" "TCGA-55-7914-01A-11D-2168-05"
"420" "TCGA-69-7979-01A-11D-2185-05"
"421" "TCGA-97-7553-01A-21D-2037-05"
"422" "TCGA-97-8547-01A-11D-2398-05"
"423" "TCGA-B5-A5OE-01A-11D-A31V-05"
"424" "TCGA-EY-A3QX-01A-11D-A22B-05"
"425" "TCGA-PG-A7D5-01A-11D-A34S-05"
"426" "TCGA-CD-A487-01A-21D-A24I-05"
"427" "TCGA-BA-A4IG-01A-11D-A265-05"
"428" "TCGA-CR-6478-01A-11D-1871-05"
"429" "TCGA-CV-6937-01A-11D-2014-05"
"430" "TCGA-C5-A1M8-01A-21D-A13Z-05"
"431" "TCGA-DS-A1OB-01A-11D-A14Z-05"
"432" "TCGA-EA-A43B-01A-81D-A244-05"
"433" "TCGA-HZ-A4BK-01A-11D-A26Q-05"
"434" "TCGA-KN-8419-01A-11D-2312-05"
"435" "TCGA-B2-5641-01A-01D-1536-05"
"436" "TCGA-CJ-5686-01A-11D-1670-05"
"437" "TCGA-CJ-6033-01A-11D-1670-05"
"438" "TCGA-BC-4073-01B-02D-A132-05"
"439" "TCGA-CC-A3M9-01A-11D-A20Z-05"
"440" "TCGA-06-6389-01A-11D-1697-05"
"441" "TCGA-QR-A6ZZ-01A-11D-A35E-05"
"442" "TCGA-VM-A8C8-01A-11D-A368-05"
